,company,typename,screen_size,ram,memory,gpu,weight,price,px_h,px_v,screen_info,processor_brand,processor_freq,processor_details,gpu_brand,os_used,ssd_capacity,hdd_capacity,ssd_count,hdd_count,ssd_present,hdd_present,total_storage
626,Lenovo,Ultrabook,14,16,512GB SSD,Intel HD Graphics 620,1.14,130536,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
627,Asus,Gaming,15.6,8,1TB HDD,Nvidia GeForce GTX 1050 Ti,2.5,62284.32,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
628,Acer,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.4,23976,1366,768,,Intel,2,Core i3 6006U,Intel,windows,0,500,0,1,FALSE,TRUE,500
629,Lenovo,Notebook,14,4,32GB Flash Storage,Intel HD Graphics,1.43,14598.72,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,windows,32,0,0,0,FALSE,FALSE,32
630,Acer,Ultrabook,14,8,256GB SSD,Intel Graphics 620,1.8,48964.32,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
631,Razer,Gaming,14,16,256GB SSD,Nvidia GeForce GTX 1060,1.95,138474.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
632,Toshiba,Notebook,13.3,8,256GB SSD,Intel HD Graphics 520,1.2,64628.64,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
633,Lenovo,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 620,1.36,84395.52,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
634,Asus,Gaming,17.3,32,512GB SSD,Nvidia GeForce GTX 1080,3.8,149130.72,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HK,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
635,Acer,Gaming,15.6,8,1TB HDD,Nvidia GeForce GTX 1050,2.4,37775.52,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,linux,0,1024,0,1,FALSE,TRUE,1024
636,Dell,Ultrabook,13.3,8,256GB SSD,Intel UHD Graphics 620,1.2,77250.67,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
637,MSI,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,2.2,63499.1,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
638,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,1.86,19441.87,1366,768,,Intel,2,Core i3 6006U,Intel,no_preinstalled_os,0,500,0,1,FALSE,TRUE,500
639,Toshiba,Notebook,15.6,8,500GB HDD,Intel HD Graphics 620,2,56689.92,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
640,Dell,Notebook,15.6,8,256GB SSD,AMD Radeon 530,2.1,48964.32,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,256,0,1,0,TRUE,FALSE,256
641,Dell,Notebook,15.6,16,256GB SSD +  2TB HDD,AMD Radeon 530,2.2,60472.8,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,256,2048,1,1,TRUE,TRUE,2304
642,Lenovo,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,3.31,63722.88,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
643,Dell,Gaming,17.3,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,4.42,167691.87,3840,2160,IPS Panel 4K Ultra HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
644,Dell,Notebook,14,8,256GB SSD,Intel HD Graphics 520,1.56,65481.12,1920,1080,Full HD,Intel,2.4,Core i5 6300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
645,Lenovo,Notebook,15.6,4,500GB HDD,Intel HD Graphics 500,2.2,22324.32,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,windows,0,500,0,1,FALSE,TRUE,500
646,Lenovo,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.2,28504.8,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
647,HP,Notebook,15.6,6,1TB HDD,AMD Radeon R5 M430,2.04,28717.92,1920,1080,,Intel,2,Core i3 6006U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
648,MSI,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.7,79215.11,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
649,Toshiba,Notebook,15.6,4,128GB SSD,Intel HD Graphics 520,2.1,26533.44,1366,768,,Intel,2.1,Core i3 6100U,Intel,windows,128,0,1,0,TRUE,FALSE,128
650,HP,Notebook,15.6,8,1TB HDD,AMD Radeon 530,2.1,39693.6,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
651,Toshiba,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,2,67026.24,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
652,Acer,Notebook,15.6,4,128GB SSD,Intel HD Graphics 520,2.1,21951.36,1366,768,,Intel,2,Core i3 6006U,Intel,linux,128,0,1,0,TRUE,FALSE,128
653,Microsoft,Ultrabook,13.5,8,256GB SSD,Intel Iris Plus Graphics 640,1.25,99519.05,2256,1504,Touchscreen,Intel,2.8,Core i7 7600U,Intel,windows,256,0,1,0,TRUE,FALSE,256
654,Lenovo,Notebook,15.6,8,128GB SSD +  1TB HDD,AMD Radeon R5 M430,1.9,43580.38,1920,1080,Full HD,Intel,2.5,Core i5 7200U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
655,Lenovo,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 620,1.3,55091.52,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
656,Lenovo,Notebook,35.6,4,128GB SSD,AMD Radeon R2 Graphics,2.2,18594.72,1366,768,,AMD,2.2,E-Series E2-9000,AMD,windows,128,0,1,0,TRUE,FALSE,128
657,HP,2 in 1 Convertible,14,4,128GB SSD,Nvidia GeForce 940MX,1.63,37242.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.4,Core i3 7100U,Nvidia,windows,128,0,1,0,TRUE,FALSE,128
658,MSI,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.4,68944.32,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
659,Asus,Ultrabook,14,8,256GB SSD,Intel HD Graphics 620,1.1,60472.8,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
660,HP,2 in 1 Convertible,11.6,8,64GB Flash Storage,Intel HD Graphics 500,1.4,26373.6,1366,768,Touchscreen,Intel,1.1,Celeron Dual Core N3350,Intel,chrome_os,64,0,0,0,FALSE,FALSE,64
661,LG,Ultrabook,15.6,8,512GB SSD,Intel HD Graphics 620,1.09,122490.72,1920,1080,IPS Panel Full HD,Intel,1.8,Core i7 8550U,Intel,windows,512,0,1,0,TRUE,FALSE,512
662,Acer,Gaming,15.6,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,2.5,69210.72,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
663,MSI,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.2,53168.11,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
664,Asus,Notebook,15.6,4,128GB SSD,Intel HD Graphics 500,1.86,22324.32,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,windows,128,0,1,0,TRUE,FALSE,128
665,Dell,Gaming,15.6,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3.21,109277.28,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
666,HP,Notebook,17.3,4,256GB SSD,AMD Radeon R5 520,2.5,37242.72,1920,1080,IPS Panel Full HD,Intel,2,Core i3 6006U,AMD,windows,256,0,1,0,TRUE,FALSE,256
667,Lenovo,2 in 1 Convertible,13.3,8,512GB SSD,Intel UHD Graphics 620,1.19,79866.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,512,0,1,0,TRUE,FALSE,512
668,Dell,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3.49,149916.6,1920,1080,Full HD,Intel,2.9,Core i7 7820HK,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
669,HP,Notebook,15.6,4,500GB HDD,AMD Radeon 520,1.86,32639.86,1366,768,,Intel,2.5,Core i5 7200U,AMD,windows,0,500,0,1,FALSE,TRUE,500
670,Dell,Notebook,15.6,4,1TB HDD,AMD Radeon R5 M430,2.2,29073.3,1366,768,,Intel,2,Core i3 6006U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
671,HP,Notebook,17.3,6,2TB HDD,AMD Radeon R7 M440,2.65,30316.32,1920,1080,IPS Panel Full HD,AMD,2.4,A10-Series 9600P,AMD,windows,0,2048,0,1,FALSE,TRUE,2048
672,Lenovo,Notebook,15.6,4,500GB HDD,Intel HD Graphics 510,2.1,16943.04,1366,768,,Intel,1.6,Celeron Dual Core 3855U,Intel,windows,0,500,0,1,FALSE,TRUE,500
673,Acer,Notebook,14,4,32GB Flash Storage,Intel HD Graphics 510,1.45,19980,1366,768,,Intel,1.6,Celeron Dual Core 3855U,Intel,chrome_os,32,0,0,0,FALSE,FALSE,32
674,Lenovo,Notebook,14,4,256GB SSD,Intel HD Graphics 620,1.7,37242.72,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
675,HP,Workstation,17.3,8,500GB HDD,Nvidia Quadro M1200,3.14,101657.71,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,0,500,0,1,FALSE,TRUE,500
676,Lenovo,2 in 1 Convertible,14,8,256GB SSD,Intel HD Graphics 620,1.42,137995.2,2560,1440,Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
677,Toshiba,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.5,51841.44,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
678,Acer,Netbook,11.6,4,32GB Flash Storage,Intel HD Graphics,1.4,14332.32,1366,768,,Intel,1.6,Celeron Dual Core N3050,Intel,windows,32,0,0,0,FALSE,FALSE,32
679,Lenovo,2 in 1 Convertible,14,16,512GB SSD,Intel HD Graphics 620,1.38,93186.72,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
680,Asus,2 in 1 Convertible,12.5,4,64GB Flash Storage,Intel HD Graphics 515,1.2,35644.32,1920,1080,Full HD / Touchscreen,Intel,0.9,Core M M3-6Y30,Intel,chrome_os,64,0,0,0,FALSE,FALSE,64
681,Toshiba,Ultrabook,13.3,16,512GB SSD,Intel HD Graphics 520,1.36,100006.56,1920,1080,Full HD / Touchscreen,Intel,2.5,Core i7 6500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
682,Dell,Gaming,15.6,8,1TB HDD,Nvidia GeForce GTX 1050,2.56,43636.32,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
683,Lenovo,Notebook,15.6,4,256GB SSD,AMD Radeon 530,2.2,21258.72,1920,1080,Full HD,AMD,2.9,A9-Series 9420,AMD,windows,256,0,1,0,TRUE,FALSE,256
684,Lenovo,Notebook,15.6,8,1TB HDD,AMD Radeon R7,2.2,22857.12,1366,768,,AMD,3.6,A12-Series 9720P,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
685,Lenovo,Notebook,15.6,4,1TB HDD +  1TB HDD,Intel HD Graphics 620,2.1,33110.86,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
686,Lenovo,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,1.9,23976,1366,768,,Intel,2,Core i3 6006U,Intel,no_preinstalled_os,0,500,0,1,FALSE,TRUE,500
687,Dell,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,2.18,42357.6,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
688,Acer,2 in 1 Convertible,13.3,1,256GB SSD,Intel UHD Graphics 620,1.6,53226.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,1.6,Core i5 8250U,Intel,windows,256,0,1,0,TRUE,FALSE,256
689,Lenovo,Workstation,15.6,16,512GB SSD,Nvidia Quadro M520M,2.18,98834.4,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
690,Lenovo,Notebook,14,8,256GB SSD,Intel HD Graphics 520,1.8,63456.48,1920,1080,Full HD,Intel,2.3,Core i5 6300HQ,Intel,windows,256,0,1,0,TRUE,FALSE,256
691,HP,Notebook,17.3,6,2TB HDD,AMD Radeon 530,2.71,34898.93,1920,1080,IPS Panel Full HD,AMD,2.5,A10-Series 9620P,AMD,windows,0,2048,0,1,FALSE,TRUE,2048
692,Lenovo,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,2.5,66546.72,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
693,Dell,Notebook,14,8,256GB SSD,Nvidia GeForce 930MX,1.64,58021.92,1920,1080,Full HD,Intel,2.8,Core i5 7440HQ,Nvidia,linux,256,0,1,0,TRUE,FALSE,256
694,Dell,Notebook,15.6,8,1TB HDD,Intel HD Graphics 620,1.98,38681.28,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,linux,0,1024,0,1,FALSE,TRUE,1024
695,Asus,Notebook,14,4,32GB Flash Storage,Intel HD Graphics 500,1.5,15877.44,1920,1080,Full HD,Intel,1.1,Celeron Dual Core N3350,Intel,windows,32,0,0,0,FALSE,FALSE,32
696,Dell,Notebook,15.6,16,512GB SSD,Intel HD Graphics 620,1.93,76012.44,1920,1080,Full HD,Intel,2.6,Core i5 7300U,Intel,windows,512,0,1,0,TRUE,FALSE,512
697,Lenovo,Notebook,14,8,256GB SSD,Nvidia GeForce 920MX,1.87,45664.69,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
698,Dell,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,1.9,62817.12,1920,1080,Full HD,Intel,2.6,Core i5 7300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
699,Lenovo,Notebook,15.6,4,500GB HDD,AMD Radeon R4,2.19,15877.44,1366,768,,AMD,2,A6-Series 7310,AMD,windows,0,500,0,1,FALSE,TRUE,500
700,Mediacom,Notebook,14,4,32GB HDD,Intel HD Graphics 400,1.4,14119.2,1920,1200,IPS Panel Full HD,Intel,1.92,Atom Z8350,Intel,windows,0,32,0,1,FALSE,TRUE,32
701,HP,Notebook,17.3,8,256GB SSD,Nvidia GeForce 930MX,2.63,63936,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
702,Lenovo,Ultrabook,14,64,512GB SSD,Intel HD Graphics 520,1.17,89864.18,2560,1440,IPS Panel Quad HD+,Intel,2.5,Core i7 6500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
703,HP,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 620,1.58,44574.05,1366,768,IPS Panel Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
704,Lenovo,Ultrabook,14,8,256GB SSD,Intel HD Graphics 620,1.32,79866.72,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
705,Dell,Gaming,17.3,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,4.36,194972.83,3840,2160,4K Ultra HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,1024,1024,1,1,TRUE,TRUE,2048
706,MSI,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,2.7,71847.01,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
707,Lenovo,Notebook,15.6,4,1TB HDD,Intel HD Graphics 620,1.9,26101.87,1366,768,,Intel,2.5,Core i5 7200U,Intel,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
708,Dell,2 in 1 Convertible,13.3,4,1TB HDD,Intel HD Graphics 620,1.71,34578.72,1920,1080,Full HD / Touchscreen,Intel,2.4,Core i3 7100U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
709,Dell,Notebook,15.6,8,1TB HDD,AMD Radeon R7 M445,2.32,31409.63,1366,768,,Intel,2.5,Core i5 7200U,AMD,linux,0,1024,0,1,FALSE,TRUE,1024
710,HP,Notebook,15.6,4,1TB HDD,AMD Radeon 520,2.1,26053.92,1920,1080,Full HD,AMD,3,A9-Series 9420,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
711,Acer,Gaming,17.3,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,4.2,103096.8,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
712,Dell,Notebook,15.6,12,1TB HDD,Intel HD Graphics 620,2.25,34578.72,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
713,HP,Notebook,15.6,6,128GB SSD +  1TB HDD,AMD Radeon 520,2.1,34632,1920,1080,Full HD,AMD,3,A9-Series A9-9420,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
714,Acer,Notebook,15.6,4,500GB HDD,Intel HD Graphics 620,2.4,29783.52,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
715,Lenovo,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.44,51148.8,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
716,Lenovo,Notebook,15.6,4,1TB HDD,Intel HD Graphics 620,1.85,41505.12,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
717,HP,Workstation,15.6,16,256GB SSD,Nvidia Quadro M2200,2.6,128884.32,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
718,Dell,2 in 1 Convertible,13.3,8,1TB HDD,Intel UHD Graphics 620,1.55,35111.52,1920,1080,Full HD / Touchscreen,Intel,1.6,Core i5 8250U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
719,MSI,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1.8,111593.89,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
720,Acer,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.4,21887.42,1366,768,,Intel,2,Core i3 6006U,Intel,windows,0,500,0,1,FALSE,TRUE,500
721,Dell,Notebook,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,2,64308.96,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
722,Dell,Notebook,15.6,8,256GB SSD,Intel HD Graphics 520,2,35431.2,1366,768,,Intel,2,Core i3 6006U,Intel,windows,256,0,1,0,TRUE,FALSE,256
723,Toshiba,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.25,81784.8,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
724,Lenovo,2 in 1 Convertible,14,8,256GB SSD,Intel HD Graphics 620,1.7,53226.72,1920,1080,Full HD / Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
725,Lenovo,Workstation,15.6,16,1TB SSD,Nvidia Quadro M520M,2.5,175770.72,3840,2160,IPS Panel 4K Ultra HD,Intel,2.8,Core i7 7600U,Nvidia,windows,1024,0,1,0,TRUE,FALSE,1024
726,Acer,Notebook,14,2,32GB Flash Storage,Intel HD Graphics 400,1.68,17582.4,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,chrome_os,32,0,0,0,FALSE,FALSE,32
727,Samsung,Ultrabook,13.3,16,256GB SSD,Intel HD Graphics 620,0.81,87858.72,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
728,Dell,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.6,60031.11,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
729,HP,Workstation,17.3,16,256GB SSD,Nvidia Quadro M2000M,3,233845.92,1920,1080,IPS Panel Full HD,Intel,2.9,Xeon E3-1535M v5,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
730,Lenovo,Netbook,11.6,4,128GB SSD,Intel HD Graphics 400,1.4,25308,1366,768,Touchscreen,Intel,1.6,Celeron Dual Core N3060,Intel,windows,128,0,1,0,TRUE,FALSE,128
731,HP,Notebook,15.6,8,256GB SSD,Intel HD Graphics 520,1.84,101232,1920,1080,Full HD,Intel,2.4,Core i5 6300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
732,Asus,Notebook,15.6,4,1TB HDD,Nvidia GeForce GTX 950M,2.45,30849.12,1366,768,,Intel,2.3,Core i5 6300HQ,Nvidia,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
733,Asus,Notebook,15.6,4,256GB SSD,Intel HD Graphics 620,2.37,45282.67,1366,768,,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
734,Lenovo,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 540,1.3,63882.72,3200,1800,IPS Panel Quad HD+ / Touchscreen,Intel,1.8,Core i5 6260U,Intel,windows,256,0,1,0,TRUE,FALSE,256
735,HP,Notebook,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.2,58554.72,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
736,HP,Workstation,15.6,8,256GB SSD,Nvidia Quadro M1000M,2.59,83170.08,1920,1080,Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
737,Dell,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,4.42,152859.79,3840,2160,IPS Panel 4K Ultra HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
738,Acer,Notebook,15.6,4,256GB SSD,Intel HD Graphics 620,2.1,31914.72,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
739,Lenovo,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.5,55837.44,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
740,Dell,Ultrabook,12.5,16,256GB SSD,Intel HD Graphics 620,1.18,99047.52,1920,1080,Full HD,Intel,2.8,Core i7 7600U,Intel,windows,256,0,1,0,TRUE,FALSE,256
741,Google,Ultrabook,12.3,8,256GB SSD,Intel HD Graphics 615,1.1,83063.52,2400,1600,Touchscreen,Intel,1.2,Core i5 7Y57,Intel,chrome_os,256,0,1,0,TRUE,FALSE,256
742,Asus,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 620,1.2,60153.12,3200,1800,IPS Panel Quad HD+,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
743,Dell,Notebook,13.3,4,500GB HDD,Intel HD Graphics 520,1.65,45234.72,1366,768,,Intel,2,Core i3 6006U,Intel,windows,0,500,0,1,FALSE,TRUE,500
744,Acer,Notebook,13.3,4,128GB SSD,Intel HD Graphics 520,1.6,34898.4,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
745,Asus,Notebook,17.3,4,1TB HDD,Nvidia GeForce 920MX,2.8,25059.72,1366,768,,Intel,1.1,Pentium Quad Core N4200,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
746,Dell,Gaming,15.6,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,2.72,58554.72,3840,2160,IPS Panel Touchscreen / 4K Ultra HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
747,Samsung,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 620,1.31,85194.72,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
748,Acer,Notebook,15.6,4,1TB HDD,Intel HD Graphics 505,2.1,15877.44,1366,768,,Intel,1.1,Pentium Quad Core N4200,Intel,linux,0,1024,0,1,FALSE,TRUE,1024
749,Dell,Notebook,15.6,16,?,AMD Radeon R7 M445,2.3,62938.07,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,windows,0,0,0,0,FALSE,FALSE,0
750,Samsung,2 in 1 Convertible,15,16,256GB SSD,AMD Radeon 540,1.71,95850.72,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,AMD,windows,256,0,1,0,TRUE,FALSE,256
751,Toshiba,Notebook,14,4,128GB SSD,Intel HD Graphics 520,1.75,54345.6,1366,768,IPS Panel,Intel,2.3,Core i5 6200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
752,Dell,Gaming,15.6,8,1TB HDD,Nvidia GeForce GTX 1050,2.62,58554.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
753,Asus,2 in 1 Convertible,15.6,12,2TB HDD,Nvidia GeForce 940MX,2.3,44701.92,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Nvidia,windows,0,2048,0,1,FALSE,TRUE,2048
754,Lenovo,Notebook,15.6,16,512GB SSD,Nvidia Quadro M2000M,2.5,126273.6,3840,2160,4K Ultra HD,Intel,2.7,Core i7 6820HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
